id,event_name_vi,event_name_en,ticker,event_code,event_title_vi,event_title_en,display_date1,display_date2,public_date,start_date,end_date,action_type_vi,action_type_en,category,issue_date,record_date,exright_date,payout_date,value_per_share,exercise_ratio
69434a5283471c01b7905453,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"F&N Dairy Investments Private Limited - Đăng kí Mua 96,094,631 VNM","F&N Dairy Investments Pte Ltd - Subscribe to Buy 96,094,631 VNM shares",2025-12-22T00:00:00,2025-12-24T00:00:00,2025-12-24T00:00:00,2025-12-22T00:00:00,2025-12-22T00:00:00,Mua,Buy,MAJOR_SHAREHOLDER_TRADING,,,,,,
69167756d4eafd4c078c957c,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"Platinum Victory Private Limited - Đăng kí Mua 20,899,554 VNM","Platinum Victory Pte. Ltd. - Subscribe to Buy 20,899,554 VNM shares",2025-11-18T00:00:00,2025-12-17T00:00:00,2025-12-17T00:00:00,2025-11-18T00:00:00,2025-12-17T00:00:00,Mua,Buy,MAJOR_SHAREHOLDER_TRADING,,,,,,
690e8e267f917761c5d19f26,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"F&N Dairy Investments Private Limited - Đăng kí Mua 20,899,554 VNM","F&N Dairy Investments Pte Ltd - Subscribe to Buy 20,899,554 VNM shares",2025-11-12T00:00:00,2025-12-11T00:00:00,2025-12-11T00:00:00,2025-11-12T00:00:00,2025-12-11T00:00:00,Mua,Buy,MAJOR_SHAREHOLDER_TRADING,,,,,,
68e852944b8a964375110b82,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"Platinum Victory Private Limited - Đăng kí Bán 20,899,554 VNM","Platinum Victory Pte. Ltd. - Subscribe to Sell 20,899,554 VNM shares",2025-10-14T00:00:00,2025-11-13T00:00:00,2025-11-13T00:00:00,2025-10-14T00:00:00,2025-11-12T00:00:00,Bán,Sell,MAJOR_SHAREHOLDER_TRADING,,,,,,
68e5afb64b8a9643750e3f09,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"F&N Dairy Investments Private Limited - Đăng kí Mua 20,899,554 VNM","F&N Dairy Investments Pte Ltd - Subscribe to Buy 20,899,554 VNM shares",2025-10-10T00:00:00,2025-11-07T00:00:00,2025-11-07T00:00:00,2025-10-10T00:00:00,2025-11-07T00:00:00,Mua,Buy,MAJOR_SHAREHOLDER_TRADING,,,,,,
68c9ffcb77867b0e0cbcb84e,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"Công ty TNHH MTV Đầu Tư SCIC - Đăng kí Bán 1,450,000 VNM","SCIC Investment One Member Company Limited - Subscribe to Sell 1,450,000 VNM shares",2025-09-19T00:00:00,2025-10-21T00:00:00,2025-10-21T00:00:00,2025-09-19T00:00:00,2025-10-17T00:00:00,Bán,Sell,MAJOR_SHAREHOLDER_TRADING,,,,,,
68ba2df36a7bab4d8b6baa62,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"Platinum Victory Private Limited - Đăng kí Mua 20,899,554 VNM","Platinum Victory Pte. Ltd. - Subscribe to Buy 20,899,554 VNM shares",2025-09-09T00:00:00,2025-10-09T00:00:00,2025-10-09T00:00:00,2025-09-09T00:00:00,2025-10-08T00:00:00,Mua,Buy,MAJOR_SHAREHOLDER_TRADING,,,,,,
68ddc69982ba4d1dc7561f67,Trả cổ tức bằng tiền mặt,Cash Dividend,VNM,DIV,"Trả cổ tức bằng tiền mặt - Đợt 1 2025 - 2,500 VND","Cash Dividend - Interim 1 2025 - 2,500 VND",2025-10-16T00:00:00,2025-10-07T00:00:00,2025-10-07T00:00:00,,,,,DIVIDEND,,2025-10-17T00:00:00,2025-10-16T00:00:00,2025-10-24T00:00:00,2500.0,0.25
68ddc69982ba4d1dc7561f66,Trả cổ tức bằng tiền mặt,Cash Dividend,VNM,DIV,Trả cổ tức bằng tiền mặt - Đợt 4 2024 - 350 VND,Cash Dividend - Interim 4 2024 - 350 VND,2025-10-16T00:00:00,2025-10-07T00:00:00,2025-10-07T00:00:00,,,,,DIVIDEND,,2025-10-17T00:00:00,2025-10-16T00:00:00,2025-10-24T00:00:00,350.0,0.035
68b8dc8f6a7bab4d8b6a3521,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"F&N Dairy Investments Private Limited - Đăng kí Mua 20,899,554 VNM","F&N Dairy Investments Pte Ltd - Subscribe to Buy 20,899,554 VNM shares",2025-09-08T00:00:00,2025-10-07T00:00:00,2025-10-07T00:00:00,2025-09-08T00:00:00,2025-10-07T00:00:00,Mua,Buy,MAJOR_SHAREHOLDER_TRADING,,,,,,
68ba2df36a7bab4d8b6baa61,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"Công ty TNHH MTV Đầu Tư SCIC - Đăng kí Bán 1,450,000 VNM","SCIC Investment One Member Company Limited - Subscribe to Sell 1,450,000 VNM shares",2025-08-04T00:00:00,2025-09-04T00:00:00,2025-09-04T00:00:00,2025-08-04T00:00:00,2025-08-29T00:00:00,Bán,Sell,MAJOR_SHAREHOLDER_TRADING,,,,,,
688ab7f5a6a4d755dbacf2fa,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"Platinum Victory Private Limited - Đăng kí Mua 242,756,107 VNM","Platinum Victory Pte. Ltd. - Subscribe to Buy 242,756,107 VNM shares",2025-08-05T00:00:00,2025-09-04T00:00:00,2025-09-04T00:00:00,2025-08-05T00:00:00,2025-09-03T00:00:00,Mua,Buy,MAJOR_SHAREHOLDER_TRADING,,,,,,
688ab7f5a6a4d755dbacf2fc,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"F&N Dairy Investments Private Limited - Đăng kí Mua 20,899,554 VNM","F&N Dairy Investments Pte Ltd - Subscribe to Buy 20,899,554 VNM shares",2025-08-05T00:00:00,2025-09-03T00:00:00,2025-09-03T00:00:00,2025-08-05T00:00:00,2025-09-03T00:00:00,Mua,Buy,MAJOR_SHAREHOLDER_TRADING,,,,,,
68a515fc64af214c26f7010b,Sự kiện khác,Other events,VNM,OTHE,VNM - Thay đổi địa chỉ,VNM - Change Address,2025-08-18T00:00:00,,2025-08-18T00:00:00,,,,,OTHER,2025-08-13T00:00:00,,,,,
68632b066cc7f571c1b4790c,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"F&N Dairy Investments Private Limited - Đăng kí Mua 20,899,554 VNM","F&N Dairy Investments Pte Ltd - Subscribe to Buy 20,899,554 VNM shares",2025-07-02T00:00:00,2025-07-30T00:00:00,2025-07-30T00:00:00,2025-07-02T00:00:00,2025-07-31T00:00:00,Mua,Buy,MAJOR_SHAREHOLDER_TRADING,,,,,,
685c935dbffa71495b728cee,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"Platinum Victory Private Limited - Đăng kí Mua 20,899,554 VNM","Platinum Victory Pte. Ltd. - Subscribe to Buy 20,899,554 VNM shares",2025-07-01T00:00:00,2025-07-30T00:00:00,2025-07-30T00:00:00,2025-07-01T00:00:00,2025-07-30T00:00:00,Mua,Buy,MAJOR_SHAREHOLDER_TRADING,,,,,,
683657f90e8a716db6148579,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"F&N Dairy Investments Private Limited - Đăng kí Mua 20,899,554 VNM","F&N Dairy Investments Pte Ltd - Subscribe to Buy 20,899,554 VNM shares",2025-05-30T00:00:00,2025-06-30T00:00:00,2025-06-30T00:00:00,2025-05-30T00:00:00,2025-06-27T00:00:00,Mua,Buy,MAJOR_SHAREHOLDER_TRADING,,,,,,
682e6efa0e8a716db603a2af,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"Platinum Victory Private Limited - Đăng kí Mua 20,899,554 VNM","Platinum Victory Pte. Ltd. - Subscribe to Buy 20,899,554 VNM shares",2025-05-27T00:00:00,2025-06-25T00:00:00,2025-06-25T00:00:00,2025-05-27T00:00:00,2025-06-25T00:00:00,Mua,Buy,MAJOR_SHAREHOLDER_TRADING,,,,,,
680984fab3bb8d7911f1a01e,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"F&N Dairy Investments Private Limited - Đăng kí Mua 20,899,554 VNM","F&N Dairy Investments Pte Ltd - Subscribe to Buy 20,899,554 VNM shares",2025-04-28T00:00:00,2025-05-27T00:00:00,2025-05-27T00:00:00,2025-04-28T00:00:00,2025-05-27T00:00:00,Mua,Buy,MAJOR_SHAREHOLDER_TRADING,,,,,,
68004a55d2606e49d1e5b5a8,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"Platinum Victory Private Limited - Đăng kí Mua 20,899,554 VNM","Platinum Victory Pte. Ltd. - Subscribe to Buy 20,899,554 VNM shares",2025-04-22T00:00:00,2025-05-21T00:00:00,2025-05-21T00:00:00,2025-04-22T00:00:00,2025-05-21T00:00:00,Mua,Buy,MAJOR_SHAREHOLDER_TRADING,,,,,,
6816b3ec86e9541d8aaffd33,Trả cổ tức bằng tiền mặt,Cash Dividend,VNM,DIV,"Trả cổ tức bằng tiền mặt - Đợt 3 2024 - 2,000 VND","Cash Dividend - Interim 3 2024 - 2,000 VND",2025-05-14T00:00:00,2025-05-08T00:00:00,2025-05-08T00:00:00,,,,,DIVIDEND,,2025-05-15T00:00:00,2025-05-14T00:00:00,2025-05-23T00:00:00,2000.0,0.2
67dcb1e9ac13fa2f172c79a2,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"F&N Dairy Investments Private Limited - Đăng kí Mua 20,899,554 VNM","F&N Dairy Investments Pte Ltd - Subscribe to Buy 20,899,554 VNM shares",2025-03-25T00:00:00,2025-04-23T00:00:00,2025-04-23T00:00:00,2025-03-25T00:00:00,2025-04-23T00:00:00,Mua,Buy,MAJOR_SHAREHOLDER_TRADING,,,,,,
67d37778ac13fa2f171b2692,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"Platinum Victory Private Limited - Đăng kí Mua 20,899,554 VNM","Platinum Victory Pte. Ltd. - Subscribe to Buy 20,899,554 VNM shares",2025-03-18T00:00:00,2025-04-16T00:00:00,2025-04-16T00:00:00,2025-03-18T00:00:00,2025-04-16T00:00:00,Mua,Buy,MAJOR_SHAREHOLDER_TRADING,,,,,,
67b3d28bbf8a9233107f4464,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"F&N Dairy Investments Private Limited - Đăng kí Mua 20,899,554 VNM","F&N Dairy Investments Pte Ltd - Subscribe to Buy 20,899,554 VNM shares",2025-02-19T00:00:00,2025-03-20T00:00:00,2025-03-20T00:00:00,2025-02-19T00:00:00,2025-03-20T00:00:00,Mua,Buy,MAJOR_SHAREHOLDER_TRADING,,,,,,
67a5527073615257e2f73980,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"Platinum Victory Private Limited - Đăng kí Mua 20,899,554 VNM","Platinum Victory Pte. Ltd. - Subscribe to Buy 20,899,554 VNM shares",2025-02-11T00:00:00,2025-03-13T00:00:00,2025-03-13T00:00:00,2025-02-11T00:00:00,2025-03-12T00:00:00,Mua,Buy,MAJOR_SHAREHOLDER_TRADING,,,,,,
6786fde900c681772bef0385,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"F&N Dairy Investments Private Limited - Đăng kí Mua 20,899,554 VNM","F&N Dairy Investments Pte Ltd - Subscribe to Buy 20,899,554 VNM shares",2025-01-17T00:00:00,2025-02-17T00:00:00,2025-02-17T00:00:00,2025-01-17T00:00:00,2025-02-14T00:00:00,Mua,Buy,MAJOR_SHAREHOLDER_TRADING,,,,,,
67a400f673615257e2f4453a,Đại hội Đồng Cổ đông,Annual General Meeting,VNM,AGME,VNM - Tổ chức ĐHĐCĐ thường niên 2025,VNM - Holds 2025 AGM,2025-04-25T00:00:00,2025-03-17T00:00:00,2025-02-10T00:00:00,,,,,SHAREHOLDER_MEETING,2025-04-25T00:00:00,2025-03-18T00:00:00,2025-03-17T00:00:00,,,
6774882b7eee280b39c6bd7c,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"Platinum Victory Private Limited - Đăng kí Mua 20,899,554 VNM","Platinum Victory Pte. Ltd. - Subscribe to Buy 20,899,554 VNM shares",2025-01-07T00:00:00,2025-02-06T00:00:00,2025-02-06T00:00:00,2025-01-07T00:00:00,2025-02-05T00:00:00,Mua,Buy,MAJOR_SHAREHOLDER_TRADING,,,,,,
675a2a3716bfba1b8a8ba141,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"F&N Dairy Investments Private Limited - Đăng kí Mua 20,899,554 VNM","F&N Dairy Investments Pte Ltd - Subscribe to Buy 20,899,554 VNM shares",2024-12-16T00:00:00,2025-01-14T00:00:00,2025-01-14T00:00:00,2024-12-16T00:00:00,2025-01-14T00:00:00,Mua,Buy,MAJOR_SHAREHOLDER_TRADING,,,,,,
6747b2f2bd137224cf4a19cd,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"Platinum Victory Private Limited - Đăng kí Mua 20,899,554 VNM","Platinum Victory Pte. Ltd. - Subscribe to Buy 20,899,554 VNM shares",2024-12-02T00:00:00,2024-12-31T00:00:00,2024-12-31T00:00:00,2024-12-02T00:00:00,2024-12-31T00:00:00,Mua,Buy,MAJOR_SHAREHOLDER_TRADING,,,,,,
6753922716bfba1b8a836bbe,Trả cổ tức bằng tiền mặt,Cash Dividend,VNM,DIV,Trả cổ tức bằng tiền mặt - Đợt 2 2024 - 500 VND,Cash Dividend - Interim 2 2024 - 500 VND,2024-12-26T00:00:00,2024-12-12T00:00:00,2024-12-12T00:00:00,,,,,DIVIDEND,,2024-12-27T00:00:00,2024-12-26T00:00:00,2025-02-28T00:00:00,500.0,0.05
672d54e390126c16e9cd6575,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"F&N Dairy Investments Private Limited - Đăng kí Mua 20,899,554 VNM","F&N Dairy Investments Pte Ltd - Subscribe to Buy 20,899,554 VNM shares",2024-11-12T00:00:00,2024-12-11T00:00:00,2024-12-11T00:00:00,2024-11-12T00:00:00,2024-12-11T00:00:00,Mua,Buy,MAJOR_SHAREHOLDER_TRADING,,,,,,
67183ceff4bb746cb8d50920,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"Platinum Victory Private Limited - Đăng kí Mua 20,899,554 VNM","Platinum Victory Pte. Ltd. - Subscribe to Buy 20,899,554 VNM shares",2024-10-28T00:00:00,2024-11-26T00:00:00,2024-11-26T00:00:00,2024-10-28T00:00:00,2024-11-26T00:00:00,Mua,Buy,MAJOR_SHAREHOLDER_TRADING,,,,,,
6708f3a10ec61045ab7ef3c1,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"F&N Dairy Investments Private Limited - Đăng kí Mua 20,899,554 VNM","F&N Dairy Investments Pte Ltd - Subscribe to Buy 20,899,554 VNM shares",2024-10-09T00:00:00,2024-11-07T00:00:00,2024-11-07T00:00:00,2024-10-09T00:00:00,2024-11-07T00:00:00,Mua,Buy,MAJOR_SHAREHOLDER_TRADING,,,,,,
6708f3a10ec61045ab7ef373,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"Platinum Victory Private Limited - Đăng kí Mua 20,899,554 VNM","Platinum Victory Pte. Ltd. - Subscribe to Buy 20,899,554 VNM shares",2024-09-23T00:00:00,2024-10-22T00:00:00,2024-10-22T00:00:00,2024-09-23T00:00:00,2024-10-22T00:00:00,Mua,Buy,MAJOR_SHAREHOLDER_TRADING,,,,,,
6708f3a10ec61045ab7ef34a,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"F&N Dairy Investments Private Limited - Đăng kí Mua 20,899,554 VNM","F&N Dairy Investments Pte Ltd - Subscribe to Buy 20,899,554 VNM shares",2024-09-06T00:00:00,2024-10-04T00:00:00,2024-10-04T00:00:00,2024-09-06T00:00:00,2024-10-04T00:00:00,Mua,Buy,MAJOR_SHAREHOLDER_TRADING,,,,,,
6708f3a10ec61045ab7ef2fe,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"Platinum Victory Private Limited - Đăng kí Mua 20,899,554 VNM","Platinum Victory Pte. Ltd. - Subscribe to Buy 20,899,554 VNM shares",2024-08-19T00:00:00,2024-09-17T00:00:00,2024-09-17T00:00:00,2024-08-19T00:00:00,2024-09-17T00:00:00,Mua,Buy,MAJOR_SHAREHOLDER_TRADING,,,,,,
6708f3eb0ec61045ab7fdfbc,Trả cổ tức bằng tiền mặt,Cash Dividend,VNM,DIV,"Trả cổ tức bằng tiền mặt - Đợt 1 2024 - 1,500 VND","Cash Dividend - Interim 1 2024 - 1,500 VND",2024-09-24T00:00:00,2024-08-30T00:00:00,2024-08-30T00:00:00,,,,,DIVIDEND,,2024-09-25T00:00:00,2024-09-24T00:00:00,2024-10-24T00:00:00,1500.0,0.15
6708f3eb0ec61045ab7fdfbb,Trả cổ tức bằng tiền mặt,Cash Dividend,VNM,DIV,Trả cổ tức bằng tiền mặt - Đợt 4 2023 - 950 VND,Cash Dividend - Interim 4 2023 - 950 VND,2024-09-24T00:00:00,2024-08-30T00:00:00,2024-08-30T00:00:00,,,,,DIVIDEND,,2024-09-25T00:00:00,2024-09-24T00:00:00,2024-10-24T00:00:00,950.0,0.095
6708f3a00ec61045ab7ef2bc,Giao dịch nội bộ: Giao dịch tổ chức,Director Deal: Institutional transactions,VNM,DDINS,"F&N Dairy Investments Private Limited - Đăng kí Mua 20,899,554 VNM","F&N Dairy Investments Pte Ltd - Subscribe to Buy 20,899,554 VNM shares",2024-08-02T00:00:00,2024-08-30T00:00:00,2024-08-30T00:00:00,2024-08-02T00:00:00,2024-08-30T00:00:00,Mua,Buy,MAJOR_SHAREHOLDER_TRADING,,,,,,
